can_smiles,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,benzene,six_N1,six_N2,six_N3,six_N4,five_N1,five_N2,five_N3,five_N4,five_N1O1,five_N2O1,five_N3O1,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,c_NO2,NO2_content,Num_benzene,Num_six_N1,Num_six_N2,Num_six_N3,Num_six_N4,Num_five_N1,Num_five_N2,Num_five_N3,Num_five_N4,ring_content,con_rings,axis_symmetry,count_3n,T,bde_gnn
NN1C(N2N=C3N=C(NN3N2)[N+]([O-])=O)=NC([N+]([O-])=O)=N1,4,16,0,2,2,0,1,1,14,3,16,3,2,0,2,1,0,2,0,0,284.156,0.4944847200586672,-0.389776414,10.512669788224443,0.09504346182917556,-0.834886403,198.26999999999998,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,0,0,0,2,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.626436182,-0.933098597,0,0,0,5.389577506928697,0,0,4.723662840136054,0,0,0,7.3138229087931474,6.862222064751826,1.9039739229024943,-1.581775121,0.6205218568909043,0,0,20.997097733415373,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.11889327349209655,0.9161286403117854,4103.6983972920025,0.44317785835928425,0.5912245386337084,-0.337842594,4,4,4,12,0,0,0,0,2,0.3333333333333333,0,0,0,0,0,0,0,2,1,0.625,2,0,0,201,305.47604
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NN=C(O1)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)[O-],0,18,0,0,0,1,1,2,13,0,18,2,7,0,0,0,0,5,2,2,385.1610000000001,0.7806638920078615,-0.402300395,10.953262261694801,0.5151908541194257,-4.224308114,254.61999999999995,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1.9613540485638696,0,0,0,0,-4.663831412,0,-4.224308114,0,0,0,0,0,0,0,0,0,6.021754062736205,0,-7.687662273,0,0,0,54.53992157974301,0,4.596183862433863,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.22894693274215555,0.8599173049253678,6383.015774969218,0.41796222461159616,0.2544390527597549,-0.353099094,9,3,11,7,0,0,1,0,2,0.6,1,0,0,0,0,0,1,0,0,0.36666666666666664,0,0,0,118.2,129.76166
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],0,34,0,0,0,0,2,2,24,0,34,2,13,0,0,0,0,10,0,0,612.1660000000004,0.8379184776276171,-0.357561688,11.757838246409676,1.6129931972789109,-5.493441515,467.0399999999999,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,10,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.99893141,0,-10.98688303,0,0,0,0,0,0,0,0,0,4.727290249433106,0,-24.18443059,-3.225986395,0,0,116.08447058453011,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.8003943340221154,0.9168035686809758,6096.053848373564,1.5416575438265494,0.3201745931659058,0.10454680593172433,8,0,20,14,0,0,2,0,4,0.8571428571428571,0,0,0,0,0,0,2,0,0,0.23809523809523808,0,0,0,118,117.04918
O=[N+](C([N+]([O-])=O)N1N=NC(C2=NN(C([N+]([O-])=O)[N+]([O-])=O)N=N2)=N1)[O-],0,20,0,0,0,0,2,2,16,0,20,2,7,0,0,0,0,4,0,0,346.1360000000001,0.5701118387640025,-0.25678308,10.568154832180806,0.022340010078105044,-2.577228101,259.75999999999993,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-5.154456202,0,0,0,-1.249266818,0,0,0,0,0,0,0,0,0,0,0,19.07076782564878,0,-5.256963483,0.04468002015621031,0,0,42.27261932872322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.11418949730443187,0.9498644335481896,6277.316499712506,0.6106488957831118,0.4853583562530335,-0.046224605,4,2,8,12,0,0,0,2,0,0.5384615384615384,0,0,0,0,0,0,0,0,2,0.38461538461538464,0,0,0,107,124.72921
O=[N+](C1([N+]([O-])=O)C2CC(C[C@H]1O3)C([N+]([O-])=O)([N+]([O-])=O)[C@H]3C2)[O-],0,13,2,2,4,0,0,0,9,0,13,4,4,0,0,0,0,4,0,0,318.1980000000001,0.4858078475682636,-0.344614008,11.298133975812547,0.30527777777777754,-2.577026644,181.79,0,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,-1.200277778,0,0,0,-5.220277778,0,0,0,0,0,-5.154053288,0,0,0,0,0,0,0,0,0,0,0,-4.110740741,0,0,0,45.19253590325019,5.133611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379302813590465,0.9949437087920897,2286.3728600941986,1.043502329145366,0.1759910495980491,-0.703964198,9,10,9,4,0,0,0,2,0,0.4375,0,0,0,0,0,0,0,0,0,0,4,0,0,288,142.1512
O=[N+](C1=C(C=NN1)C2=NN=C3N2C4=NON=C4N5C3=NN=C5C6=C([N+]([O-])=O)NN=C6)[O-],2,19,0,0,0,0,6,6,15,2,19,6,4,0,2,0,0,2,0,0,424.2570000000002,0.35326711341021116,-0.357835015,11.301750741904339,0.025455246913580698,-0.659331895,242.94,0,0,0,0,0,2,0,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0,8,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2.421042884350965,0,0,0,0,-0.687392234,0.31257747543462044,0,0,0,0,0,0,4.559226414269634,0,0,0,31.151091171131892,0,-1.31866379,2.6691687137818088,0,0,22.603501483808678,0,4.852613063744016,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,0.1578693896548186,0.9143183047284316,7693.199044128231,0.6052762403750508,0.4619841275453321,-0.79197279,12,4,5,14,0,0,0,0,2,0.22857142857142856,0,0,1,0,0,0,3,2,0,0.8857142857142857,4,1,0,324,283.2462
O=[N+](C1=CC(C2=NOC(C(Cl)(Cl)Cl)=N2)=CC([N+]([O-])=O)=C1)[O-],0,9,0,0,0,1,1,2,7,0,12,2,3,0,0,0,0,2,2,2,353.5050000000001,0.27860575588359643,-0.334164355,10.779125645628623,0.013749999999999707,-1.974308114,125.19999999999999,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,2.888346154048039,0,0,0,0,-1.556665249,0,-1.974308114,0,0,0,0,0,0,0,0,0,7.202980442176871,0,-1.570560148,0,0,0,21.558251291257243,0,4.687531179138322,0,16.62283982111363,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.2180659081041627,0.8343335506230218,5693.646553680936,0.13591513342751158,0.15841360093916632,-0.656284918,9,3,5,4,0,0,0,0,2,0.3333333333333333,1,0,0,0,0,0,1,0,0,0.4583333333333333,0,0,0,270,250.7999
O=[N+](C1=CC2=C(C=C1[N+]([O-])=O)C3C4=C(C=C([N+]([O-])=O)C([N+]([O-])=O)=C4)C2C5=C3C=C([N+]([O-])=O)C([N+]([O-])=O)=C5)[O-],0,18,3,0,3,3,0,3,12,0,18,6,6,0,0,0,0,6,6,0,524.3140000000003,0.34586196924694784,-0.258087175,11.608020142502466,0.04037226001511751,-1.251377551,258.8399999999999,0,0,0,0,0,6,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5.2351511715797425,-2.502755102,0,0,0,-5.273195389,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.088775724,0,0,0,69.6481208550148,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6251900348906316,0.630490087427375,9934.309243334797,1.5303570413931602,0.16020934020453373,-0.976514074,20,8,12,6,0,0,0,0,6,0.5217391304347826,3,0,0,0,0,0,0,0,0,0.391304347826087,6,1,0,414,234.2878
O=[N+](C1=NN(N=NN2C3=NC(/N=N/C4=NN(N=NN5C6=NC([N+]([O-])=O)=N5)C6=N4)=N2)C3=N1)[O-],0,24,0,0,0,0,6,6,22,0,24,6,4,0,0,0,0,2,0,0,440.2240000000002,0.4931613156937547,-0.389690454,10.835640228572013,0.026985921205104457,-0.80444857,283.31999999999994,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,12,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.861343669,-0.225132938,0,0,0,0,0,0,0,0,0,7.512907848324515,44.705095123680145,0,-1.608897141,3.4681431949627637,0,0,21.67128045714402,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0.08056432020350533,0.9194356798032285,14863.113314545712,9.398983061436814e-06,0.6360398342661915,-0.436141601,8,0,4,20,0,0,0,0,2,0.25,0,0,0,0,2,0,0,4,0,1,6,0,0,165.6,228.3372
O=[N+](C1=NON=C1C2=NNC(/N=N/C3=NC(C4=NON=C4[N+]([O-])=O)=NN3)=N2)[O-],2,20,0,0,0,0,4,4,16,2,20,4,6,0,2,0,0,2,0,0,390.19600000000014,0.4455592319849724,-0.357639446,10.797173340251096,0.16728584026202986,-0.822044121,271.97999999999996,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,2,8,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.713961633,0,0,0,0,0,0,0,4.693066588460708,0,0,7.30764628999748,27.93195761688269,0,-1.644088241,0,0,0,21.59434668050219,0,8.57001935121392,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0.10708349666878889,0.9061058572227583,10108.41577621185,0.25298916851699765,0.5023116587561122,-0.451055367,8,2,6,14,0,0,0,0,2,0.26666666666666666,0,0,0,0,0,0,2,2,0,0.6666666666666666,0,0,0,295,232.76698
O=C1NC2=NON=C2N3C1=NN=C3C4=C([N+]([O-])=O)NN=C4,2,13,0,0,0,0,4,4,10,2,13,4,2,0,2,0,0,1,0,0,289.171,0.35326712048996783,-0.357835015,11.846729261148903,0.0252314814814818,-0.657913832,173.78999999999996,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,5,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1.2034939531368103,0,0,0,0,-0.297374339,0.10045729402872383,0,0,0,0,0,0,4.64421485260771,0,0,0,18.2387820452255,0,-0.657913832,1.2108333333333332,0,0,22.803873063114132,0,4.543621346686823,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0.31777933343497416,0.7673296836104275,2768.7586462766835,0.5400840966740693,0.4357283406703993,-0.74696287,8,3,4,9,0,0,0,0,1,0.16666666666666666,0,0,1,0,0,0,2,1,0,0.875,3,0,0,314,240.9984
O=C1NC2=NON=C2N3C1=NN=C3C4=CNN=C4,2,10,0,0,0,0,4,4,8,2,10,4,1,0,2,0,0,0,0,0,244.17400000000004,0.294896910964631,-0.297713674,11.761801540060468,0.11981481481481482,-0.416254724,130.64999999999998,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.2023582766439906,0,0,0,0,1.1138425925925932,0.6918934240362817,0,0,0,0,0,0,5.164321853741496,0,0,0,18.91445838057445,0,0,1.4677777777777776,0,0,11.761801540060468,0,4.599800878684807,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0.3236556555938739,0.6938672241925512,2037.2509227240046,0.32135470857269915,0.45868929533856995,-1.048432675,8,4,2,8,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0.9545454545454546,3,0,0,372,392.4592
